	id	timestamp	action_type	parent_id	parent_user_id	parent	parent_text	user_id	user_screen_name	text	geo	postTweet	keyN	pro_prob	anti_prob	neutral_prob	label	name	rawTweet	tweet_id	n_key	mentions	hashtags
13	732096550621597698	2016-05-16 06:33:14	retweet	731772519083061248	192267295.0	DanielleRyanJ	Jamala confirms #Eurovision song is about 2014 as well as 1944. Should be disqualified and Australia deemed winner. https://t.co/BpwnHAwFcT	2696526816.0	user_216	RT @DanielleRyanJ: Jamala confirms #Eurovision song is about 2014 as well as 1944. Should be disqualified and Australia deemed winner. http…	[]	1944 2014 australia confirms deemed disqualified eurovision jamala rt song winner	0.0	0.0	0.0	0.0	1	oliv917	RT @DanielleRyanJ: Jamala confirms #Eurovision song is about 2014 as well as 1944. Should be disqualified and Australia deemed winner. http…	7.320965506215977e+17	11	['@DanielleRyanJ']	['#Eurovision']
14	732099081355452420	2016-05-16 06:43:17	retweet	731879748708765698	1615463502.0	AmbassadorPower	Incredible performance by #Jamala, giving Crimean Tatars, suffering persecution &amp; abuse, reason to celebrate https://t.co/XWOZADrywH	7.095315408630825e+17	user_250	RT @AmbassadorPower: Incredible performance by #Jamala, giving Crimean Tatars, suffering persecution &amp; abuse, reason to celebrate https://t…	[]	abuse amp celebrate crimean giving incredible jamala performance persecution reason rt suffering tatars	0.0	0.0	0.0	0.0	2	JakoVarrd	RT @AmbassadorPower: Incredible performance by #Jamala, giving Crimean Tatars, suffering persecution &amp; abuse, reason to celebrate https://t…	7.320990813554524e+17	13	['@AmbassadorPower']	['#Jamala']
15	732099505613623296	2016-05-16 06:44:58	retweet	732094625414946816	17525171.0	Variety	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/Cp6YIML00f	1337291695.0	user_253	RT @Variety: Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/Cp6YIML00f	[]	1944 charged contest eurovision jamala politically rt song ukraine wins	0.0	0.0	0.0	0.0	2	vab371	RT @Variety: Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/Cp6YIML00f	7.320995056136233e+17	10	['@Variety']	[]
16	732099595770179584	2016-05-16 06:45:20	retweet	731961859537031168	2432086843.0	Inthepeninsula	.@Jamala sings about 1944 at #Eurovision, when in 2016 10,000+ have been murdered by #Kiev #Ukraine's bombardments which continue every day.	3015642023.0	user_254	RT @Inthepeninsula: .@Jamala sings about 1944 at #Eurovision, when in 2016 10,000+ have been murdered by #Kiev #Ukraine's bombardments whic…	[]	000 10 1944 2016 @jamala bombardments eurovision kiev murdered rt sings ukraine whic	0.0	0.0	0.0	0.0	1	marizar_ud	RT @Inthepeninsula: .@Jamala sings about 1944 at #Eurovision, when in 2016 10,000+ have been murdered by #Kiev #Ukraine's bombardments whic…	7.320995957701796e+17	13	['@Inthepeninsula', '@Jamala']	['#Eurovision', '#Kiev', '#Ukraine']
17	732099631979626496	2016-05-16 06:45:28	retweet	731965336006873088	2462268236.0	JohnDelacour	.@Inthepeninsula What @jamala is singing about is USSR’s removal from #Crimea of her grandparents’ generation, ardent worshippers of Hitler	3015642023.0	user_254	RT @JohnDelacour: .@Inthepeninsula What @jamala is singing about is USSR’s removal from #Crimea of her grandparents’ generation, ardent wor…	[]	@inthepeninsula ardent crimea generation grandparents removal rt singing ussr wor	0.0	0.0	0.0	0.0	1	marizar_ud	RT @JohnDelacour: .@Inthepeninsula What @jamala is singing about is USSR’s removal from #Crimea of her grandparents’ generation, ardent wor…	7.320996319796265e+17	10	['@JohnDelacour', '@Inthepeninsula', '@jamala']	['#Crimea']
18	732104010447134721	2016-05-16 07:02:52	tweet	732104010447134721	2598298903.0	StormBringer15	Nazi Svoboda party is angry about #Jamala's #ESC2016 victory confirming that #Ukraine is not for Ukrainians. #Eurovision  #Eurovision2016	2598298903.0	user_284	Nazi Svoboda party is angry about #Jamala's #ESC2016 victory confirming that #Ukraine is not for Ukrainians. #Eurovision  #Eurovision2016	[]	angry confirming esc2016 eurovision eurovision2016 jamala nazi party svoboda ukraine ukrainians victory	0.0	0.0	0.0	0.0	1	StormBringer15	Nazi Svoboda party is angry about #Jamala's #ESC2016 victory confirming that #Ukraine is not for Ukrainians. #Eurovision  #Eurovision2016	7.321040104471347e+17	12	[]	['#Jamala', '#ESC2016', '#Ukraine', '#Eurovision', '#Eurovision2016']
19	732105152543358977	2016-05-16 07:07:24	retweet	731628050991992834	371972173.0	myroslavapetsa	Let's hope Jamala's victory puts annexed Crimea back on to-cover list for international press. There are a lot of stories to write about	2312810112.0	user_290	RT @myroslavapetsa: Let's hope Jamala's victory puts annexed Crimea back on to-cover list for international press. There are a lot of stori…	[]	annexed back cover crimea hope international jamala list lot press puts rt stori to victory	0.0	0.0	0.0	0.0	2	TarasKachkowski	RT @myroslavapetsa: Let's hope Jamala's victory puts annexed Crimea back on to-cover list for international press. There are a lot of stori…	7.32105152543359e+17	15	['@myroslavapetsa']	[]
20	732105641767002112	2016-05-16 07:09:21	tweet	732105641767002112	2980933206.0	dlUkraine	Crimean Tatars celebrate Ukraine's Eurovision victory: Crimean Tatar singer Jamala who won the 61st Eurovisio... https://t.co/laayULqSJ6	2980933206.0	user_131	Crimean Tatars celebrate Ukraine's Eurovision victory: Crimean Tatar singer Jamala who won the 61st Eurovisio... https://t.co/laayULqSJ6	[]	61st celebrate crimean crimean eurovisio eurovision jamala singer tatar tatars ukraine victory won	0.0	0.0	0.0	0.0	2	dlUkraine	Crimean Tatars celebrate Ukraine's Eurovision victory: Crimean Tatar singer Jamala who won the 61st Eurovisio... https://t.co/laayULqSJ6	7.321056417670021e+17	13	[]	[]
21	732105643222388736	2016-05-16 07:09:21	tweet	732105643222388736	2980933206.0	dlUkraine	Eurovision 2016: Ukraine's Jamala wins ahead of favourites Russian Federation and Australia: Australian and R... https://t.co/c7C34cE9vf	2980933206.0	user_131	Eurovision 2016: Ukraine's Jamala wins ahead of favourites Russian Federation and Australia: Australian and R... https://t.co/c7C34cE9vf	[]	2016 ahead australia australian eurovision favourites federation jamala russian ukraine wins	0.0	0.0	0.0	0.0	2	dlUkraine	Eurovision 2016: Ukraine's Jamala wins ahead of favourites Russian Federation and Australia: Australian and R... https://t.co/c7C34cE9vf	7.321056432223887e+17	11	[]	[]
22	732107043298000896	2016-05-16 07:14:55	retweet	732102301553414144	2475967807.0	LUGANSK_TODAY	My friends from #Luhansk meeting #Jamala at the airport in #Kiev! https://t.co/tatOURMldP	825942356.0	user_302	RT @LUGANSK_TODAY: My friends from #Luhansk meeting #Jamala at the airport in #Kiev! https://t.co/tatOURMldP	[]	airport friends jamala kiev luhansk meeting rt	0.0	0.0	0.0	0.0	2	CyberUkrop	RT @LUGANSK_TODAY: My friends from #Luhansk meeting #Jamala at the airport in #Kiev! https://t.co/tatOURMldP	7.321070432980009e+17	7	['@LUGANSK_TODAY']	['#Luhansk', '#Jamala', '#Kiev']
23	732107142409408512	2016-05-16 07:15:19	retweet	732102301553414144	2475967807.0	LUGANSK_TODAY	My friends from #Luhansk meeting #Jamala at the airport in #Kiev! https://t.co/tatOURMldP	111021184.0	user_305	RT @LUGANSK_TODAY: My friends from #Luhansk meeting #Jamala at the airport in #Kiev! https://t.co/tatOURMldP	[]	airport friends jamala kiev luhansk meeting rt	0.0	0.0	0.0	0.0	2	GeoffPyatt	RT @LUGANSK_TODAY: My friends from #Luhansk meeting #Jamala at the airport in #Kiev! https://t.co/tatOURMldP	7.321071424094085e+17	7	['@LUGANSK_TODAY']	['#Luhansk', '#Jamala', '#Kiev']
24	732107218145955841	2016-05-16 07:15:37	retweet	732096778762227716	524122127.0	UmlandAndreas	Why Russian chauvinists hate Crimean Tatars: Test of Jamala https://t.co/VPm42JJLbd	3391656821.0	user_307	RT @UmlandAndreas: Why Russian chauvinists hate Crimean Tatars: Test of Jamala https://t.co/VPm42JJLbd	[]	chauvinists crimean hate of jamala rt russian tatars test	0.0	0.0	0.0	0.0	2	fxnkls	RT @UmlandAndreas: Why Russian chauvinists hate Crimean Tatars: Test of Jamala https://t.co/VPm42JJLbd	7.321072181459558e+17	9	['@UmlandAndreas']	[]
25	732107380079628288	2016-05-16 07:16:15	retweet	732102301553414144	2475967807.0	LUGANSK_TODAY	My friends from #Luhansk meeting #Jamala at the airport in #Kiev! https://t.co/tatOURMldP	365341838.0	user_171	RT @LUGANSK_TODAY: My friends from #Luhansk meeting #Jamala at the airport in #Kiev! https://t.co/tatOURMldP	[]	airport friends jamala kiev luhansk meeting rt	0.0	0.0	0.0	0.0	2	expres_ua	RT @LUGANSK_TODAY: My friends from #Luhansk meeting #Jamala at the airport in #Kiev! https://t.co/tatOURMldP	7.321073800796283e+17	7	['@LUGANSK_TODAY']	['#Luhansk', '#Jamala', '#Kiev']
26	732107944624553984	2016-05-16 07:18:30	retweet	731901307326324736	105327432.0	JuliaDavisNews	LOL- RT declares @jamala's victory as the day the music died and the death of #Eurovision. Hilariously bad losers! https://t.co/6bMykQ6zgW	2971201923.0	user_315	RT @JuliaDavisNews: LOL- RT declares @jamala's victory as the day the music died and the death of #Eurovision. Hilariously bad losers! ht…	[]	bad day death declares died eurovision hilariously ht lol losers music rt rt victory	0.0	0.0	0.0	0.0	2	loogunda	RT @JuliaDavisNews: LOL- RT declares @jamala's victory as the day the music died and the death of #Eurovision. Hilariously bad losers! ht…	7.32107944624554e+17	14	['@JuliaDavisNews', '@jamala']	['#Eurovision']
27	732108313584762881	2016-05-16 07:19:58	retweet	732089045417758720	7.103709234638397e+17	sharmaanita0621	Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.209299085667983e+17	user_316	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	[]	1944 eurovision jamala offends rt russia winner	0.0	0.0	0.0	0.0	2	sonyraj7441	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.321083135847629e+17	7	['@sharmaanita0621']	[]
28	732108313605726209	2016-05-16 07:19:58	retweet	732089045417758720	7.103709234638397e+17	sharmaanita0621	Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.103135326973542e+17	user_317	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	[]	1944 eurovision jamala offends rt russia winner	0.0	0.0	0.0	0.0	2	sudhapat09ji1	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.321083136057262e+17	7	['@sharmaanita0621']	[]
29	732108313848991744	2016-05-16 07:19:58	retweet	732089045417758720	7.103709234638397e+17	sharmaanita0621	Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.114955493005107e+17	user_318	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	[]	1944 eurovision jamala offends rt russia winner	0.0	0.0	0.0	0.0	2	sufyanasani259	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.321083138489917e+17	7	['@sharmaanita0621']	[]
30	732108313853186048	2016-05-16 07:19:58	retweet	732089045417758720	7.103709234638397e+17	sharmaanita0621	Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	3115254270.0	user_320	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	[]	1944 eurovision jamala offends rt russia winner	0.0	0.0	0.0	0.0	2	Thefunnynotes2	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.32108313853186e+17	7	['@sharmaanita0621']	[]
31	732108313983258624	2016-05-16 07:19:58	retweet	732089045417758720	7.103709234638397e+17	sharmaanita0621	Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.114887598590075e+17	user_321	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	[]	1944 eurovision jamala offends rt russia winner	0.0	0.0	0.0	0.0	2	triptirani8096	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.321083139832586e+17	7	['@sharmaanita0621']	[]
32	732108314910187520	2016-05-16 07:19:58	retweet	732089045417758720	7.103709234638397e+17	sharmaanita0621	Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	4477478352.0	user_322	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	[]	1944 eurovision jamala offends rt russia winner	0.0	0.0	0.0	0.0	2	Welrdteens5	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.321083149101875e+17	7	['@sharmaanita0621']	[]
33	732108314968907780	2016-05-16 07:19:58	retweet	732089045417758720	7.103709234638397e+17	sharmaanita0621	Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.093538930171699e+17	user_323	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	[]	1944 eurovision jamala offends rt russia winner	0.0	0.0	0.0	0.0	2	tishapandey114	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.321083149689078e+17	7	['@sharmaanita0621']	[]
34	732108314977304576	2016-05-16 07:19:58	retweet	732089045417758720	7.103709234638397e+17	sharmaanita0621	Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.170243415027302e+17	user_324	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	[]	1944 eurovision jamala offends rt russia winner	0.0	0.0	0.0	0.0	2	Yadavg189	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.321083149773046e+17	7	['@sharmaanita0621']	[]
35	732108315195400192	2016-05-16 07:19:58	retweet	732089045417758720	7.103709234638397e+17	sharmaanita0621	Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.068121800631255e+17	user_325	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	[]	1944 eurovision jamala offends rt russia winner	0.0	0.0	0.0	0.0	2	UoJyoti	RT @sharmaanita0621: Eurovision Winner, Jamala, Offends Russia With '1944'   https://t.co/PyOBtk7uXX	7.321083151954002e+17	7	['@sharmaanita0621']	[]
36	732108595526045696	2016-05-16 07:21:05	tweet	732108595526045696	2644522487.0	whileinCrimea	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ #ukraine https://t.co/6lRPKdREem https://t.co/pOxOquagpQ	2644522487.0	user_327	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ #ukraine https://t.co/6lRPKdREem https://t.co/pOxOquagpQ	[]	1944 charged contest eurovision jamala politically song ukraine ukraine wins	0.0	0.0	0.0	0.0	2	whileinCrimea	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ #ukraine https://t.co/6lRPKdREem https://t.co/pOxOquagpQ	7.321085955260457e+17	10	[]	['#ukraine']
37	732108941711290368	2016-05-16 07:22:28	quote	731615127540256768	18549724.0	carlbildt	Globen arena explodes! Tension extremely high - and then Ukraine beats Russia. Slava Ukraina! #ESC https://t.co/h1TZF0GPe2	316972734.0	user_169	Truly ALIVE #Jamala(#Ukraine winner) versus (#Putin-esque) #happiness #Lazarev #Eurovision https://t.co/AfRCR2OHuz	[]	alive esque eurovision happiness jamala lazarev putin ukraine versus winner	0.0	0.0	0.0	0.0	2	causetrinity	Truly ALIVE #Jamala(#Ukraine winner) versus (#Putin-esque) #happiness #Lazarev #Eurovision https://t.co/AfRCR2OHuz	7.321089417112904e+17	10	[]	['#Jamala', '#Ukraine', '#Putin', '#happiness', '#Lazarev', '#Eurovision']
38	732109172897124352	2016-05-16 07:23:23	quote	731901307326324736	105327432.0	JuliaDavisNews	LOL- RT declares @jamala's victory as the day the music died and the death of #Eurovision. Hilariously bad losers! https://t.co/6bMykQ6zgW	316972734.0	user_169	Truly ALIVE #Jamala(#Ukraine winner) versus (#Putin-esque) #happiness #Lazarev #Eurovision https://t.co/kQrZDoEh9w	[]	alive esque eurovision happiness jamala lazarev putin ukraine versus winner	0.0	0.0	0.0	0.0	2	causetrinity	Truly ALIVE #Jamala(#Ukraine winner) versus (#Putin-esque) #happiness #Lazarev #Eurovision https://t.co/kQrZDoEh9w	7.321091728971244e+17	10	[]	['#Jamala', '#Ukraine', '#Putin', '#happiness', '#Lazarev', '#Eurovision']
39	732109773026496512	2016-05-16 07:25:46	retweet	731887146374725633	17839398.0	KenRoth	Jamala's victorious 1944 on plight of Crimean Tatars resonated since it's also about 2014. https://t.co/gvLUYrZeSz https://t.co/7lbI2J49cF	2752812483.0	user_339	RT @KenRoth: Jamala's victorious 1944 on plight of Crimean Tatars resonated since it's also about 2014. https://t.co/gvLUYrZeSz https://t…	[]	1944 2014 crimean jamala plight resonated rt tatars victorious	0.0	0.0	0.0	0.0	1	winss7	RT @KenRoth: Jamala's victorious 1944 on plight of Crimean Tatars resonated since it's also about 2014. https://t.co/gvLUYrZeSz https://t…	7.321097730264965e+17	9	['@KenRoth']	[]
40	732109861480075264	2016-05-16 07:26:07	retweet	732080862616035329	807095.0	nytimes	A politically charged ballad by the Ukrainian singer Jamala won the @Eurovision Song Contest https://t.co/WMvL43vlS3 https://t.co/Mk3s96UGpq	2403016908.0	user_340	RT @nytimes: A politically charged ballad by the Ukrainian singer Jamala won the @Eurovision Song Contest https://t.co/WMvL43vlS3 https://t…	[]	ballad charged contest jamala politically rt singer song ukrainian won	0.0	0.0	0.0	0.0	2	yuuji_K1	RT @nytimes: A politically charged ballad by the Ukrainian singer Jamala won the @Eurovision Song Contest https://t.co/WMvL43vlS3 https://t…	7.321098614800753e+17	10	['@nytimes', '@Eurovision']	[]
